░ъзO,╖~зO,╣яе~зы╕ъи╞╖~жW║┘(дддх),╣яе~зы╕ъи╞╖~жW║┘(н^дх),░ъе~╣q╕▄,░ъе~╢╟пu,╣яе~и╞╖~жaз},░ъд║зы╕ъдH,░ъд║нt│dдH,░ъд║╣q╕▄,░ъд║╢╟пu,░ъд║жaз},▓╬д@╜s╕╣,еDнn└ч╖~╢╡е╪,о╓ну░O┐¤,о╓нудщ┤┴
м№░ъ,е█кoд╞дuньо╞╗s│y╖~,WESTLAKE STYRENE CORPORATION.жш,WESTLAKE STYRENE CORPORATION.жш,713-960911,713-960873,WEST;AKE CENTER 2801 POST OAK BLVD HOUSTON TEXAS 77056,еx╣Fд╞╛╟дu╖~к╤еўж│ннд╜еq,│пкZ╢п,02-87516888-3235,02-26599501,╗Oе_елд║┤Є░╧░Є┤Є╕Ї37╕╣12╝╙,11893409,·@жU║╪╢ь╜жньо╞▓гл~дз╗s│yбBе[дuд╬╛P░тбC,,0791009
╝w░ъ,╣q╕гд╬иф╢g├ф│]│╞бB│n┼щзх╡o╖~,╝w░ън█н╕к╤еўж│ннд╜еq,TWINHEAD GMBH,0049-2159-69440,0049-2159-694420,"NIKOLAUS-OTTO-STRASSE 4,40670 MEERBUSCH-OSTERATH, GERMANY",н█н╕╣q╕г╣ъ╖~к╤еўж│ннд╜еq,░ки|дп,07-2616750,,╗Oе_елд║┤Є░╧╖че·╕Ї550╕╣10╝╙,79883646,╣q╕гбB╣q╕г╢g├ф│]│╞дзмуиs╢}╡oд╬╢R╜ц,,0791016
м№░ъ,ифеLкў─▌е[дu│B▓z╖~,м№░ъдjжи░ъ╗┌д╜еq,TA CHEN INTERNATIONAL INC.,,,"5855 OBISPO AVENUE,LONG BEACH,CA 90805,U.S.A.",дjжидг∙╫┐√дu╖~к╤еўж│ннд╜еq,┴┬║aй[,06-2701756-203,06-2701382,╗Oлn┐д(┬┬)╖sе╨з°╖sе╨дG╡єд@дTдKл╤дG╕╣,22318348,дг─├┐√║▐╗Pдг∙╫┐√║▐░tеєдз╗s│yбBе[дuд╬╛P░т,,0791101
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,╗╚мP╢}╡oж│ннд╜еq,SILVER STAR DEVELOPMENTS LTD,,,н^─▌║√║╕и╩╕sоqжh║╕╣╧й╘╔]┤Ўож╕ЇдPдQд@╕╣,пл╣F╣q╕гк╤еўж│ннд╜еq,н]┬╫▒j,03-5779250,03-3277590,╖sж╦елму╡oдG╕Ї1╕╣,47255708,зы╕ъ╡oоi╣q╕гд╬ифм█├Ў▓гл~дз╛P░т╖~░╚,,0791101
░ии╙жши╚,кў─▌оaиу╗s│y╖~,░иеxдu╖~к╤еўж│ннд╜еq,,,,"B/REGN. NO.190017-K LOTS 5A&5B,BENTONG INDUSTRIAL ESTATE,28700BENTONG,PAHANG DARAL",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,│т■¤┬ъд╬╝┌жбк∙┬ъ╗s│y╖~░╚,,0791106
м№░ъ,╣qдl║▐╗s│y╖~,MYSON TECHNOLOGY INE.,MYSON TECHNOLOGY INE.,408-2524822,,"20380 TOWN CENTER LANE,#170 CUPERTION,CA 95014",д╙кYеb╛╔┼щк╤еўж│ннд╜еq,д¤оpо┌,02-5094367,,╖sж╦мь╛╟╢щ░╧╢щ░╧дG╕Їе|дQ╕╣,47255828,├■дёб■╝╞жь▓VжX┐n┼щ╣q╕Їд╬иt▓╬└│е╬.,,0791108
н╗┤ф,иT╛ўио╣s░tеєбBе╬л~зх╡o╖~,д╤и╙─_д╞мVж│ннд╜еq,"DOUBLE SUCCESS CHEMICALS CO., LTD.",23320569,,ROOMS 1806-7 BANK CENTRE 636 NATHAN ROAD KOWLOON HONG KONG,лn╝¤к╤еўж│ннд╜еq,│\┬`з╩,02-27925586,,╗Oе_елд║┤Є░╧е┴┼vкF╕Їд╗мq15л╤36╕╣4╝╙,43696296,√ржU║╪мVо╞бB├Cо╞еHд╬м█├ЎзU╛п╛P░т╖~░╚,,0791109
н^░ъ,,н^░ън█н╕к╤еўж│ннд╜еq,TWINAEAD (UK) LIMITED,,,"UNIT 6,EDISON RD.,RINGWAY ESTATE BASINGSTOKE,HAMPSHIRE,RG216YH,U.K.",н█н╕╣q╕г╣ъ╖~к╤еўж│ннд╜еq,░ки|дп,07-2616750,,╗Oе_елд║┤Є░╧╖че·╕Ї550╕╣10╝╙,79883646,▒qи╞╖L╣q╕гд╬иф╢g├ф│]│╞дз╢R╜цд╬╢iеXдf╡е╖~░╚,,0791122
╖sе[йY,о╚жц╖~,RTW  AIR  SERVICESб]Sб^  PTE  LTD,RTW  AIR  SERVICESб]Sб^  PTE  LTD,002-65-2261577,002-65-2262177,"70 ANSON ROAD, #01-01 APEX TOWER, SINGAPORE 079905",к°║aпшк┼к╤еўж│ннд╜еq,▒i░ъ▐m,02-85002440,02-25012099,оч╢щел╖sлn╕Їд@мq376╕╣,23225229,√реN▓zпшк┼д╜еq╛ў▓╝бBнqжь╡е╖~░╚,,0791127
е[о│дj,дг░╩▓г╢}╡o╖~,▓╬д@и╚мwе°╖~к╤еўж│ннд╜еq,,002-1-604-4329848,002-1-604-4329550,"3888  NORTH  FRASER  WAY  , UNIT  8  ,BURANBY  ,B .C .CANADA  V5J 5GI",▓╬д@е°╖~к╤еўж│ннд╜еq,░к▓M║@,06-2532121,06-2536614,╗Oлnеле├▒d░╧╞Qжци╜дде┐╕Ї301╕╣,73251209,√р▒qи╞дgжa╢}╡oдu╡{д╬ж│├Ўл╪│]и╞╖~дззы╕ъ,,0791211
ої░ъ,╣q┐Oкwд╬┐O║▐╗s│y╖~,ої░ъ╝sжt╣qдlб]ої░ъб^к╤еўж│ннд╜еq,,,,"12/1 11009 SUWANNASORN ROAD, TAMBAN DONG-KHI-LEK. AMPHUR MUANG PRACHINBURI",╝sжtмьз▐к╤еўж│ннд╜еq,│п║~▓M          ,02-22113066         ,                    ,╗Oе_┐д(┬┬)╖sй▒елжw┐│╕ЇдEдC╕╣,03546618,д@бBжU║╪╜uзў▓гл~дз╗s│yбB╢iеXдf╡е╖~░╚,,0791221
╢Vлn,╜╒и¤л~╗s│y╖~,жш░^и¤д¤ж│ннд╜еq,"SAIGON VE WONG CO.,LTD.",,,138 NGUYEN THI MINH KHAI ST. DISTRICT3 HOCHIMINH.CITY,и¤д¤к╤еўж│ннд╜еq,┐oдtл╪й╛,02-5717271-651,02-25215673,╗Oе_елдддs░╧дддsе_╕ЇдGмqдEдC╕╣дн╝╙,07067309,жU║╪╣A▓гл~бBпb▓гл~е[дuбB╗s│yд╬╕g└ч,,0800109
н╗┤ф,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,лnи╚╢ь╜ждu╖~б]н╗┤фб^ж│ннд╜еq,,,,н╗┤ф╖sм╔п╗└нжw╝╓з°жw║╓╡єдQдC-дQдE╕╣лnи╚╢ь╜ждj╖Hдн╝╙,лnи╚╢ь╜ждu╖~к╤еўж│ннд╜еq,зd╣┼мL,07-7122211-5658,02-27178533,╗Oе_елкQдs░╧┤░д╞е_╕Ї201╕╣лe┤╔3╝╙,75370905,д@бB▒qи╞╢ь╜жбB┼╓║√╗P╣qдl╕ъ░T▓гл~дз╢R╜цд╬ифеLзы╕ъ╕g└ч╖~░╚,,0800109
м№░ъ,жш├─╗s│y╖~,м№░ъе├лH├─л~д╜еq,,760-431-8284,760-431-7507,"0NE NEWPORT PLACE, SUIT 320, NEWPORT BEACH, CA U.S.A.",е├дщд╞╛╟дu╖~к╤еўж│ннд╜еq,зїк┌╕╬          ,04-26811344         ,04-26812911         ,╗Oдд┐д(┬┬)дjе╥┬эдщлnи╜ео╖р╕ЇдндE╕╣,56620559,д@бB┬х├─л~бBдu╖~├─л~бB░╩кл├─л~бBд╞Чгл~╡е╗s│y╛P░тд╬╢iеXдf╖~░╚,,0800128
жLез,╣q╜uд╬╣q╞l╗s│y╖~,PT WALSIN LIPPO INDUSTRIES,PT WALSIN LIPPO INDUSTRIES,21-8972391,21-8972395,"JL. RAYA CIKARANG CIBARUSAH, KAWASAN BIEC BLOK AL-1, BEKASI 17550  INDONESIA",╡╪╖s─R╡╪╣q╜u╣q╞lк╤еўж│ннд╜еq,                ,                    ,                    ,╗Oе_еле┴е═кF╕Ї3мq117╕╣12╝╙,35412204,д@бBе═▓гPC┐√╜uбBPC┐√╡▒╜uд╬┴с╛N┐√╜u╖~,,0800130
м№░ъ,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,└щй[м№░ъд└д╜еq,"TSANN KUEN U.S.A, INC.",626-7932688,626-7930369,"2023W, CARROLL AVENUE SUITE 271 CHICAGO, ILLINOIS 60612 U.S.A.",└щй[╣ъ╖~к╤еўж│ннд╜еq,└FлT│╟,02-22771288-285,02-8712-6670,╗Oе_елд║┤Є░╧│Ў│╗дj╣Dд@мq331╕╣3╝╙,69568009,д@бB▒qи╞╔]│їд╬жц╛PбB╖s▓гл~е°╣║╢}╡oбB╣s░т│s┬ъй▒е°╣║╖~░╚,,0800131
н╗┤ф,оaе╬╣qо░╗s│y╖~,│═м№╣q╛ўб]н╗┤фб^ж│ннд╜еq,KAIMEI ELECTRONIC бqHONG  KONG бrLIMITED,(852)27636820,(852)27932872,UNIT A 3F KING WIN FTY BLDG 65-67 KING YIP ST. KWUN TONG KOWLOON HONG KONG,│═м№╣q╛ўк╤еўж│ннд╜еq,▒iжи┴H,02-26981010-1601,02-26980022,╖sе_елж┴дю░╧╖sеxдн╕Їд@мq81╕╣13╝╙дз2,04413051,╛T╜ш╣q╕╤╣qоeбBзNлo┼X╝Ўн╖о░╗s│y╗P╛P░т,,0800213
ої░ъ,ифеL╛є╜ж╗sл~╗s│y╖~,HWA FONG RUBBER (THAILAND)PUBLIC COMPANY LIMITED,,,,"317 SOI 6C MOO 4, BANGPOO INDUSTRIAL ESTATE, SAMUTPRAKARN 10280, THAILAND",╡╪┬╫╛є╜ждu╖~к╤еўж│ннд╜еq,▒i┬Eй·,02-5319833,,╣№д╞┐ддjз°╢mз°дWз°дддs╕ЇдGмqдTб│б│╕╣,59760104,·@╛є╜ж╗s│yбBе[дuд╬╢R╜ц,,0800219
н^─▌║√и╩╕sоq,лH░UкA░╚╖~,▓╬ої░ъ╗┌зы╕ък╤еўж│ннд╜еq,,,,"SITCO BUILDING, WICKHAMS CAY, P. O. BOX 662, ROAD TOWN, TORTOLA BRITISH VIRGIN ISLANDS.",▓╬д@е°╖~к╤еўж│ннд╜еq,░к▓M║@,06-2532121,06-2536614,╗Oлnеле├▒d░╧╞Qжци╜дде┐╕Ї301╕╣,73251209,·@жU║╪е═▓ги╞╖~дззы╕ъбC,,0800322
╖sе[йY,╣qдl║▐╗s│y╖~,╖sе[йYе├лH├─л~д╜еq,YUNG SHIN PHARM.(S) PTE.LTD.,65-7412466,65-7476009,"NO. 8, KAKI BUKIT ROAD 2#02-26,RUBY WAREHOUSE COMPLEX  SINGAPORE 1441",е├лH├─л~дu╖~к╤еўж│ннд╜еq,зїд╤╝w,04-26875100,04-26881693,╗Oдд┐д(┬┬)дjе╥┬эдддs╕Їд@мqд@д@дEд@╕╣,56065601,·@┬х├─л~бBдu╖~├─л~бB░╩кл├─л~бBд╞Чгл~╡е╛P░тд╬╢iеXдf╖~░╚,,0800326
м№░ъ,╣q╕г╗s│y╖~,н█н╕к╤еўж│ннд╜еq,GAMMATECH COMPUTER CORPORATION,1-800-995-8946,1-510-492-0820,"48303 FREMONT BLVD. FREMONT, CA94538, U.S.A.",н█н╕╣q╕г╣ъ╖~к╤еўж│ннд╜еq,░ки|дп,07-2616750,,╗Oе_елд║┤Є░╧╖че·╕Ї550╕╣10╝╙,79883646,╣q╕гбB╣q╕г╢g├ф│]│╞дзмуиs╢}╡oд╬╢R╜ц,,0800326
кk░ъ,иT╛ўио╣s░tеєбBе╬л~зх╡o╖~,TEST-RITE INTERNATIONALб]FRANCE,TEST-RITE INTERNATIONALб]FRANCE,,,"Z.A.C.PARIS NORDII 20 ALLEE DES ERABLES, B.P.50266 95957 ROISY HARLES DE GOULLE",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚,,0800410
┐DдjзQи╚,║южX░╙л~зх╡o╖~,TEST-RITE INTERNATIONALб]AUSTRALIAб^PTY LTD.,TEST-RITE INTERNATIONALб]AUSTRALIAб^PTY LTD.,,,"SUITE 3.01, 14 LEXINGTON DR, BELLA VISTA NSW 2153",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,╢iеXдf╢TйЎ,,0800419
м№░ъ,░t╜u╛╣зў╗s│y╖~,м№░ъ┤Iдh▒d░ъ╗┌к╤еўж│ннд╜еq,"FOXCONN INTERNATIONAL, INC.",408-7491228,408-7491266,"930 W.MAUDE AVE,.SUNNYVALE CA 94086,USA.",┬Eо№║ы▒Kдu╖~к╤еўж│ннд╜еq,│веx╗╩,02-22683466,02-22686216,╖sе_елдgл░░╧дддs╕Ї66╕╣,04541302,╕g└ч╣q╕гд╬│q░T│]│╞дзе·╣q│s▒╡╛╣д╬╜u╞lдз╢}╡oбB│]нpбB╗s│yд╬╛P░т╖~░╚,,0800420
м№░ъ,╕ъ╖╜ж^жм╖~,┴pжtкў─▌д╜еq,UNITED WINNER METALS INC.,,,"SUITE 110, 1393 LONDON BRIDGE ROAD VIRGINIA BEACH, VIRGINIA 23456, USA.",ъM╢йе°╖~к╤еўж│ннд╜еq,кL╕qжu          ,07-6117171          ,                    ,░к╢п┐д(┬┬)╛Ї└Y╢mиб╝d╕ЇдTд@дC╕╣,07838854,·@╢}╡oм№░ъ│╟е▓зJ╝o┐√│B▓z│ї╛┌еH▒qи╞╝oкў─▌дзж^жмжAе═╖~░╚,,0800508
╝w░ъ,оaе╬─с╝v╛╣зўд╬е·╛╟▓гл~зх╡o╖~,TEST-RITE  INTERNATIONAL б]GERM,TEST-RITE  INTERNATIONAL б]GERM,,,"POPPENBUTTELER BOGEN 44, 22399HAMBURG 65 GERMANY",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚,,0800510
н╗┤ф,дг░╩▓г╢}╡o╖~,TEST - RITE PRODUCTS б] HONG KO,TEST - RITE PRODUCTS б] HONG KO,,,"7/F NEW BRIGHT BUILDING 11 SHEUUNG YUET RD. KOWLOON BAY, KOWLOON,H.K.",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚,,0800515
н╗┤ф,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,и╠┴p╣ъ╖~ж│ннд╜еq,и╠┴p╣ъ╖~ж│ннд╜еq,,,ROOM   626A   STAR   HOUSE   3   SALISBURY   ROAD   KOWLOON   HONG   KONG,и╚мwд╞╛╟к╤еўж│ннд╜еq,жч┤_ож,02-5070232,,╗Oе_елдддs░╧╖q╖~д@╕ЇдEдQдC╕╣дK╝╙,03244705,·@▒qи╞╣яе═▓ги╞╖~д╬д@пы░╙╖~й╩дззы╕ъ╖~░╚,,0800521
ої░ъ,дг░╩▓г╢}╡o╖~,RAJTHANEE ASSOCIATES CO LTD,RAJTHANEE ASSOCIATES CO LTD,6622487124-6,662248-7127,"25TH FLOOR,65/211 RAMA 9 ROAD.BANGKOK 10310,THAILAND",╣┼╖sдЇкdк╤еўж│ннд╜еq,▒iнш║·,02-25515211,,╗Oе_елдддsе_╕Ї2мq96╕╣,11892801,·@╕g└ч┐│л╪▓{еNд╞┤╝╝zлм░╙╖~дj╝╙дgжaд╬дг░╩▓гдз╢}╡oбB└ч╣Bд╬╢R╜ц,,0800530
,ифеLкў┐─╗▓зU╖~,SYNPAC LTD.(B.V.I.),SYNPAC LTD.(B.V.I.),2531-6556,2531-6558,еxе_елдддsе_╕ЇдGмqв░в░в▓╕╣в╢╕╣╝╙,дд░ъжXжи╛є╜жк╤еўж│ннд╜еq,╢dжид╣,02-25316556,02-25316558,╗Oе_елдддs░╧дддsе_╕ЇдGмq113╕╣8╝╙,04382114,·@▒qи╞жU║╪е═▓ги╞╖~дззы╕ъ╖~░╚,,0800612
н╗┤ф,дг░╩▓г╕gмЎ╖~,д╙енмvл╪│]к╤еўж│ннд╜еq,"GRAND PACIFIC(H.K.)CONSTRUCTION CO., LTD.",02-2751-0051,02-2776-4391,еxе_елй╛з╡кF╕Їе|мqдGдKдн╕╣д@дT╝╙,д╙енмvл╪│]к╤еўж│ннд╜еq,│╣▒╥е·,02-7510051,,╗Oе_елдjжw░╧й╛з╡кF╕Їе|мq285╕╣13╝╙,11099009,·@й╨жa▓гдзеXп▓д╬еX░т,,0800816
м№░ъ,лH░UкA░╚╖~,н^─▌║√и╩╕sоq▓╬ої░ъ╗┌зы╕ък╤еўж│ннд╜еq,DRESIDENT INTERNATIONAL TRADE INVESTRMENT CORP,,,"SITCO BUILDING WICKHAMS CAY, P.O BOX 662, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS",▓╬д@╣ъ╖~к╤еўж│ннд╜еq,░к▓M║@,06-2531131#108,062535222,╗Oлn┐д(┬┬)е├▒dелдде┐е_╕ЇдKдTдC╕╣,73252657,·@╣яжU║╪е═▓ги╞╖~дззы╕ъ,,0800822
ифеLжa░╧,е█кoд╞дuньо╞╗s│y╖~,╛dлэж│ннд╜еq,CONSTANT HOLDINGS LTD.,,,н^─▌║√║╕и╩╕sоqжh║╕╣╧й╘╔]┤Ўож╕Їд╗д╗дG╕╣╢lмFлH╜c,┴pжид╞╛╟мьз▐к╤еўж│ннд╜еq,н]┬╫▒j,0226517889,02-26270707,╗Oе_еллn┤ф░╧лn┤ф╕Ї1мq209╕╣A┤╔9╝╙,04748660,·@зы╕ъе█кoд╞╛╟дu╖~бBпSе╬д╞╛╟л~бB╢ь╜жньо╞д╬е[дuл~╗s│y,,0800824
м№░ъ,дг░╩▓г╢}╡o╖~,м№░ъ▓─д@╕U╡╪к╤еўж│ннд╜еq,FAWHOTEL CORPORATION,,,"3549  CABRILLO  STREET  SAN  FRANCISO, CA  94121  U. S. A.",▓─д@╡╪╣┤дj╢║й▒к╤еўж│ннд╜еq,┼Uжwе═,02-5459988,,╗Oе_еллnи╩кF╕ЇдGмqд╗дT╕╣,11587957,·@╕g└чжbм№░ъл╪│y░╙░╚о╚└]д╬╢}╡o╕g└чй╨жa▓г╖~░╚бC,,0800827
м№░ъ,пшк┼│f╣Bй╙┼є╖~,DEERPORT AVIATION CORP U.S.A.,DEERPORT AVIATION CORP U.S.A.,,,WNITMANT RANSON 200PARK AVENUE NEW YORK NY10166,░ъ│ье█кoд╞╛╟к╤еўж│ннд╜еq,зdмK╗O,02-3114731,,░к╢пелдjк└░╧┐│дu╕Ї4╕╣,04212250,·@░ъ╗┌д╬м№░ъ░ъд║дзйw┤┴д╬дгйw┤┴л╚│f╢lеє╣B┐щ╖~░╚,,0800828
кk░ъ,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,AUTECH EUROPE,AUTECH EUROPE,,,16 RUE PAUL PAINLEVE  Z. I .  DU VERT - GALANT 95310 SAINT - OVEN - L`AUMONE   FRANCE,и╚┤Q╛ў╣qк╤еўж│ннд╜еq,╖и╝w╡╪,035-885191,03-5889896,╖sж╦┐д╖sоH┬эдхдsи╜дG╛F├ЎоH╕ЇдЇио└Yмqд╗дGдE╕╣,22224692,·@▒qи╞дuиу╛ўд╬дu╖~е╬л~╢iеXдfеN▓z╖~░╚,,0800916
кk░ъ,╛Tзўкюй╡бB└╜лмбBж∙╜u╖~,TEST-RITE INTERNATIONAL FRANCE,TEST-RITE INTERNATIONAL FRANCE,,,"Z.A.C.PARIS NORDII 20 ALLEE DEE ERABLES,B.P.50266 95957ROISY CHARLES DE GAULLE",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚,,0800919
н╗┤ф,дг░╩▓г╢}╡o╖~,д╙енмv▒▒к╤ж│ннд╜еq,GRAND PACIFIC HOLDINGS LIMITED,02-2751-0051,02-2776-4391,╞WеJзiдhе┤╣D160╕╣о№е~лH░U╗╚жцдj╖H25╝╙,д╙енмvл╪│]к╤еўж│ннд╜еq,│╣▒╥е·,02-7510051,,╗Oе_елдjжw░╧й╛з╡кF╕Їе|мq285╕╣13╝╙,11099009,·@зы╕ъл╪┐vд╬зы╕ъ╗Pдu╡{зўо╞ж│├Ўдз╗s│yбB╢R╜цд╬еN▓z╢iеXдf╖~░╚,,0800930
н╗┤ф,,м№л▀╣qдlб]н╗┤фб^ж│ннд╜еq,,043590811,043505887,B8   1 / F   SHATIN   IND   CENTRE   SIU   LEK   YUEN   ROAD   SHATIN   N T HONG  KONG,м№л▀╣ъ╖~к╤еўж│ннд╜еq,╣∙╕Sе▀,04-23590811,,╗Oдделлnд┘░╧─_дsи╜дu╖~░╧23╕Ї22╕╣,52375605,·@╡L╜u╣q╛╣зўб]║▐июл~░ге~б^╣qоЁ╛╣зўбBжU║╪╣q╛ў╗s│yе[дu╢R╜ц╖~░╚,,0800930
м№░ъ,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,м№░ъ╝s╣F╣q╕гк╤еўж│ннд╜еq,QUANTA COMPUTER USA INC,,,"1504 CENTRE POINTE DRIVE MILPITAS, CALIFORNIA 95035",╝s╣F╣q╕гк╤еўж│ннд╜еq,кLж╩и╜,03-3272345#11641,03-3271511,оч╢щ┐д(┬┬)└tдs╢mдхд╞з°дхд╞дG╕Ї188╕╣,22822281,·@╕g└ч╣q╕гд╬м█├Ў▓гл~дзеN▓zбB╗s│yбBе[дuд╬╢R╜ц╖~░╚,,0801104
ої░ъ,┐ьд╜е╬╛ў▒ё╛╣иузх╡o╖~,TEST-RITE INT`L (THAILAND)LTD.,TEST-RITE INT`L (THAILAND)LTD.,,,"121/52-53 13F,RS TOWER, RATCHADAPHISEK RD., HUDY KWANG, BANGKAK101310,THAILAND",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚бC,,0801115
╖sе[йY,жLиъ╗▓зU╖~,TEST-RITE PTE LTD.,TEST-RITE PTE LTD.,,,"491B, RIVER VALLEY ROAD, #10-04, VALLEY POINT OFFICE TOWER, SINGAPORE",пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,·@▒qи╞╢iеXдf╢TйЎ╖~░╚,,0801123
е╩жa░ий╘,ифеLклл~п▓╕ю╖~,д╙енмv╢J╝╤к╤еўж│ннд╜еq,TANQUES DEL PACIFI CO SA,,,"CALZADA ROOSEVELT 41-61 ZONA 11, CIUDAD GUATEMALA",йMпqд╞╛╟дu╖~к╤еўж│ннд╜еq,│п╛▒,02-5071234,,╗Oе_елдддs░╧лnи╩кF╕Їв▒мqв▒впв╡╕╣в░в│╝╙,04312878,·@▒qи╞╢J╝╤еXп▓,,0801204
ифеLжa░╧,ифеLкў┐─╗▓зU╖~,─_┐│зы╕ък╤еўж│ннд╜еq,WEALTHPLUS HOLD NAS LIMITED,,,11-13 HAN THUTEN P.BEN HGHE QI TP HCM,─_жидu╖~к╤еўж│ннд╜еq,╜▓ифл╪,04-7410258-7208,04-7680577,╣№д╞┐д║╓┐│╢m║╓дu╕ЇдG╕╣,58711014,·@╛c├■дз│]нpбBжц╛Pд╬▒qи╞╛c╖~д╬ифм█├Ўжц╖~дз┬рзы╕ъ╖~░╚,,0801212
м№░ъ,ифеL░Єе╗кў─▌┼▒│y╖~,╡╪и╣╣qдlе_м№д╜еq,WINBOMD ELECTRONICS NORTH AMERICA CORP,,,"3350 SCOTT BLVD. BLDG #20, SANTA CLARA, CA 95054.",╡╪и╣╣qдlк╤еўж│ннд╜еq,╡JжЎ╢v,02-81777168,02-87800340,╗Oдделдд│бмь╛╟дu╖~╢щ░╧мь╢од@╕Ї8╕╣,22099218,·@╕g└чд▐╢i░ъе~░кмьз▐бB│]нpе═▓гз▐│Nд╬╛P░тзы╕ъдH▓гл~╡е╖~░╚,,0801230
м№░ъ,║южX░╙л~зх╡o╖~,"TEST-RITE INTERNATIONALб]U.Sб^CO.,LTD.","TEST-RITE INTERNATIONALб]U.Sб^CO.,LTD.",714-6908369,714-6908360,1013 CENTRE ROAD WILMINGTON NEW CASTLE STATE OF DELAWARE,пSдOк╤еўж│ннд╜еq,зї─Rмю,02-87915888,02-87915950,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї23╕╣6╝╙,20795246,╢TйЎ,,0810104
м№░ъ,оaоx╣q╛╣зх╡o╖~,╝▌╣┼мьз▐б]м№░ъб^к╤еўж│ннд╜еq,ICHIA TECHNOLOGIES INC,,,"2  ESSEX  ROAD  NEW  MILFORD,  CT06776",╝▌╣┼мьз▐к╤еўж│ннд╜еq,╣∙е├╝w          ,02-7928990          ,02-7928891          ,╗Oе_елд║┤Є░╧╖sй·╕ЇдKд╗л╤д@╕╣д@╝╙,23588039,·@╕g└ч╛╔╣q╛є╜жд╬жU║╪╣qдl╣s▓╒еєд╬╣q╕г╢g├ф│]│╞╡едз╛P░т╖~░╚,,0810114
╝w░ъ,иT╛ўио╣s░tеєбBе╬л~╣s░т╖~,е┐╖s╛є╜жб]╝w░ъб^ж│ннд╜еq,,,,KADDENBUSCH 31 D-25578 DAGELING,е┐╖s╛є╜ждu╖~к╤еўж│ннд╜еq,├╣д~дп,048-525151,048-526468,╣№д╞┐д╢└нэз°м№┤ф╕Ї215╕╣,59504506,·@╕g└чжb╝┌мwжa░╧╛P░тжU║╪╛є╜ж╜№нL╖~░╚,,0810306
н╗┤ф,╜№нL╗s│y╖~,н╗┤ф╡╪╕g╕ъ░T░ъ╗┌ж│ннд╜еq,FORTUNE INFORMATION SYSTEMS(INTERNATIONAL)LTD.,852-2811-9657,852-2811-3042,"1804 WESTLANDS CENTRE, 20 WESTLANDS ROAD QUARRY BAY HONG KONG",╡╪╕g╕ъ░Tе°╖~к╤еўж│ннд╜еq,│п┐A└щ,02-27935566-2229,02-55559393,╗Oе_елд║┤Є░╧жцй╛╕ЇдGдKл╤д@╕╣дн╝╙,12115702,·@╖L┴Y╝v╛╣зўд╬╣q╕г┐щеX╖L┴Y╝v│]│╞╡едз╢R╜ц║√н╫п▓╕ю,,0810312
ої░ъ,ифеL│q░T╢╟╝╜│]│╞╗s│y╖~,оїкў─_мьз▐к╤еўж│ннд╜еq,CALCOMP ELECTRONICS (THAILAND)PUBLIC COMPANY LIMITED,,,"191/54, 191/57 18TH FL., CTI TOWER RECHADAPISEK ROAD, KLONGTORY BANGKOK 10110, THAILAND",кў─_╣qдlдu╖~к╤еўж│ннд╜еq,│\│╙╢п,02-26622660,02-26622409,╗Oе_еллnи╩кF╕Їднмq99╕╣10╝╙,04370927,·@╕g└чжU║╪╣qдlнp║т╛╣╗s│yе[дu╗P╢R╜цбC,,0810316
